field_1,API_NUMBER,TABLE_NAME,WHO,INTERPRET_DATE,FORMATION,THICKNESS,TOP,BOTTOM,LATITUDE,LONGITUDE,Elevation_point_data1
"1921847","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus brown crystalline fossiliferous lime,10,2995,3005,38.5707,-88.808053,469.495574951172
"1921848","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus brown crystalline fossiliferous lime,15,3075,3090,38.5707,-88.808053,469.495574951172
"1921849","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus brown crystalline fossiliferous lime,20,3105,3125,38.5707,-88.808053,469.495574951172
"1921850","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus brown crystalline lime,5,2645,2650,38.5707,-88.808053,469.495574951172
"1921851","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus brown dolomitic fossiliferous lime,10,3020,3030,38.5707,-88.808053,469.495574951172
"1921852","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"Above plus brown dolomitic lime, no show of oil",5,2850,2855,38.5707,-88.808053,469.495574951172
"1921853","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus dark brown crystalline to dense lime,10,3030,3040,38.5707,-88.808053,469.495574951172
"1921854","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus dark gray crystalline to dolomitic lime,5,2950,2955,38.5707,-88.808053,469.495574951172
"1921855","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus gray brown crystalline lime,5,2690,2695,38.5707,-88.808053,469.495574951172
"1921856","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"Above plus gray oolitic lime, tite",15,2785,2800,38.5707,-88.808053,469.495574951172
"1921857","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus green and gray shale,5,2625,2630,38.5707,-88.808053,469.495574951172
"1921858","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus some brown crystalline lime,10,2955,2965,38.5707,-88.808053,469.495574951172
"1921859","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above plus tan and light gray crystalline lime,5,2610,2615,38.5707,-88.808053,469.495574951172
"1921860","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above scattered oolites,15,3050,3065,38.5707,-88.808053,469.495574951172
"1921861","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above to gray dolomitic lime,15,2925,2940,38.5707,-88.808053,469.495574951172
"1921862","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Above with green and white fine grained sand,5,2640,2645,38.5707,-88.808053,469.495574951172
"1921863","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"Above, cherty",10,2870,2880,38.5707,-88.808053,469.495574951172
"1921864","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Brown crystalline fossiliferous lime,5,3045,3050,38.5707,-88.808053,469.495574951172
"1921865","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Brown crystalline fossiliferous lime,5,3095,3100,38.5707,-88.808053,469.495574951172
"1921866","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Brown dolomitic lime,5,3090,3095,38.5707,-88.808053,469.495574951172
"1921867","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Brown oolitic fossiliferous lime,5,3040,3045,38.5707,-88.808053,469.495574951172
"1921868","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Brown oolitic fossiliferous lime,15,3005,3020,38.5707,-88.808053,469.495574951172
"1921869","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Brown oolitic fossiliferous lime little chalky,10,3065,3075,38.5707,-88.808053,469.495574951172
"1921870","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"Brown oolitic fossiliferous lime, no show of oil",5,3100,3105,38.5707,-88.808053,469.495574951172
"1921871","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"Brown oolitic fossiliferous lime, no show of oil",30,2965,2995,38.5707,-88.808053,469.495574951172
"1921872","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray and brown crystalline to oolitic lime,5,2750,2755,38.5707,-88.808053,469.495574951172
"1921873","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray brown crystalline fossiliferous lime,15,2855,2870,38.5707,-88.808053,469.495574951172
"1921874","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"Gray brown crystalline to dolomitic lime, 2 pieces fluorescence, very very slight show of oil",10,2840,2850,38.5707,-88.808053,469.495574951172
"1921875","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray brown dolomitic lime,10,2885,2895,38.5707,-88.808053,469.495574951172
"1921876","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline lime,5,2760,2765,38.5707,-88.808053,469.495574951172
"1921877","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline lime,5,2895,2900,38.5707,-88.808053,469.495574951172
"1921878","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline lime,10,2915,2925,38.5707,-88.808053,469.495574951172
"1921879","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline lime,20,2670,2690,38.5707,-88.808053,469.495574951172
"1921880","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline to dolomitic lime,5,2800,2805,38.5707,-88.808053,469.495574951172
"1921881","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline to dolomitic lime,10,2900,2910,38.5707,-88.808053,469.495574951172
"1921882","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline to dolomitic lime,20,2765,2785,38.5707,-88.808053,469.495574951172
"1921883","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline to oolitic lime,5,2650,2655,38.5707,-88.808053,469.495574951172
"1921884","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline to oolitic lime,25,2695,2720,38.5707,-88.808053,469.495574951172
"1921885","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray crystalline to slightly dolomitic lime cherty,10,2830,2840,38.5707,-88.808053,469.495574951172
"1921886","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray dolomitic lime,5,2880,2885,38.5707,-88.808053,469.495574951172
"1921887","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray dolomitic lime,10,2940,2950,38.5707,-88.808053,469.495574951172
"1921888","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray oolitic lime,10,2730,2740,38.5707,-88.808053,469.495574951172
"1921889","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"Gray oolitic lime, no show of oil",5,2720,2725,38.5707,-88.808053,469.495574951172
"1921890","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Gray oolitic to crystalline lime,5,2725,2730,38.5707,-88.808053,469.495574951172
"1921891","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Green and gray shale sandy,10,2630,2640,38.5707,-88.808053,469.495574951172
"1921892","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Green sand shaley,10,2600,2610,38.5707,-88.808053,469.495574951172
"1921893","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Grya and brown oolitic lime,10,2740,2750,38.5707,-88.808053,469.495574951172
"1921894","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Hodge podge after drill stem test,5,2665,2670,38.5707,-88.808053,469.495574951172
"1921895","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Light gray brown dolomitic lime,5,2910,2915,38.5707,-88.808053,469.495574951172
"1921896","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Light gray dolomitic lime,5,2755,2760,38.5707,-88.808053,469.495574951172
"1921897","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,Tan and light gray crystalline lime,10,2615,2625,38.5707,-88.808053,469.495574951172
"1921898","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"Tan oolitic lime, odor, fluorescence, slight show of oil and gas",10,2655,2665,38.5707,-88.808053,469.495574951172
"1921899","121212678700",DESCRIPTIONS,CO,6/30/1983 0:00:00,"above, oolitic in part",25,2805,2830,38.5707,-88.808053,469.495574951172
"1921900","121212678700",FORMATION_TOPS,CO,nan,Aux Vases,,2566,2584,38.5707,-88.808053,469.495574951172
"1921901","121212678700",FORMATION_TOPS,CO,nan,Barlow,,2276,2290,38.5707,-88.808053,469.495574951172
"1921902","121212678700",FORMATION_TOPS,CO,nan,Benoist,,2466,2484,38.5707,-88.808053,469.495574951172
"1921903","121212678700",FORMATION_TOPS,CO,nan,Cypress,,2318,2378,38.5707,-88.808053,469.495574951172
"1921904","121212678700",FORMATION_TOPS,CO,nan,McClosky,,2654,,38.5707,-88.808053,469.495574951172
"1921905","121212678700",FORMATION_TOPS,CO,nan,Paint Creek,,2450,2454,38.5707,-88.808053,469.495574951172
"1921906","121212678700",FORMATION_TOPS,CO,nan,Renault Lower,,2557,2562,38.5707,-88.808053,469.495574951172
"1921907","121212678700",FORMATION_TOPS,CO,nan,Salem,,2938,,38.5707,-88.808053,469.495574951172
"1921908","121212678700",FORMATION_TOPS,CO,nan,St Louis,,2751,,38.5707,-88.808053,469.495574951172
"1921909","121212678700",FORMATION_TOPS,CO,nan,Ste Genevieve,,2605,,38.5707,-88.808053,469.495574951172
"1921910","121212678700",FORMATION_TOPS,CO,nan,Warsaw,,3196,,38.5707,-88.808053,469.495574951172
"2086578","121432401400",WFORMATIONS,nan,nan,brown sand,13,3,16,40.87036,-89.512414,467.330841064453
"2086579","121432401400",WFORMATIONS,nan,nan,brown sand & gravel,4,63,67,40.87036,-89.512414,467.330841064453
"2086580","121432401400",WFORMATIONS,nan,nan,"sand, gravel & rocks",46,16,62,40.87036,-89.512414,467.330841064453
"2086581","121432401400",WFORMATIONS,nan,nan,"sand, gravel, rocks & clay balls",1,62,63,40.87036,-89.512414,467.330841064453
"2086582","121432401400",WFORMATIONS,nan,nan,sandy soil,3,0,3,40.87036,-89.512414,467.330841064453
"879409","120592428800",FORMATION_TOPS,BGH,nan,Aux Vases,,2718,2726,37.833644,-88.115624,340.714691162109
"879410","120592428800",FORMATION_TOPS,BGH,nan,Barlow,,2418,,37.833644,-88.115624,340.714691162109
"879411","120592428800",FORMATION_TOPS,BGH,nan,Bethel,,2572,,37.833644,-88.115624,340.714691162109
"879412","120592428800",FORMATION_TOPS,BGH,nan,Cypress,,2472,,37.833644,-88.115624,340.714691162109
"879413","120592428800",FORMATION_TOPS,BGH,nan,Renault Lower,,2694,,37.833644,-88.115624,340.714691162109
"879414","120592428800",FORMATION_TOPS,BGH,nan,Renault Upper,,2634,,37.833644,-88.115624,340.714691162109
"879415","120592428800",FORMATION_TOPS,BGH,nan,Ste Genevieve,,2732,,37.833644,-88.115624,340.714691162109
"879416","120592428800",FORMATION_TOPS,ST,nan,Clore,,1780,1794,37.833644,-88.115624,340.714691162109
"879417","120592428800",FORMATION_TOPS,ST,nan,Glen Dean,,2186,2218,37.833644,-88.115624,340.714691162109
"879418","120592428800",FORMATION_TOPS,ST,nan,Golconda,,2302,,37.833644,-88.115624,340.714691162109
"879419","120592428800",FORMATION_TOPS,ST,nan,Hardinsburg,,2226,2264,37.833644,-88.115624,340.714691162109
"879420","120592428800",FORMATION_TOPS,ST,nan,Kinkaid,,1684,1708,37.833644,-88.115624,340.714691162109
"879421","120592428800",FORMATION_TOPS,ST,nan,Menard,,1917,1981,37.833644,-88.115624,340.714691162109
"879422","120592428800",FORMATION_TOPS,ST,nan,Palestine,,1860,1903,37.833644,-88.115624,340.714691162109
"879423","120592428800",FORMATION_TOPS,ST,nan,Tar Springs,,2094,2168,37.833644,-88.115624,340.714691162109
"879424","120592428800",FORMATION_TOPS,ST,nan,Vienna,,2059,2064,37.833644,-88.115624,340.714691162109
"879425","120592428800",FORMATION_TOPS,ST,nan,Waltersburg,,2007,2043,37.833644,-88.115624,340.714691162109
"1305784","120972697800",WFORMATIONS,nan,nan,clay,120,0,120,42.234388,-88.027382,770.807434082031
"1305785","120972697800",WFORMATIONS,nan,nan,dry sand & gravel,5,120,125,42.234388,-88.027382,770.807434082031
"1305786","120972697800",WFORMATIONS,nan,nan,gravel & clay,20,150,170,42.234388,-88.027382,770.807434082031
"1305787","120972697800",WFORMATIONS,nan,nan,gvl & brkn rk & watr,21,170,191,42.234388,-88.027382,770.807434082031
"1305788","120972697800",WFORMATIONS,nan,nan,sandy clay,25,125,150,42.234388,-88.027382,770.807434082031
"213257","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above and light brown crystalline slightly dolomitic lime,5,2955,2960,38.811046,-88.525727,464.192810058594
"213258","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus blue chert,5,3180,3185,38.811046,-88.525727,464.192810058594
"213259","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus blue shale,5,4310,4315,38.811046,-88.525727,464.192810058594
"213260","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus brown crystalline fossiliferous lime,5,4495,4500,38.811046,-88.525727,464.192810058594
"213261","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus brown crystalline lime,5,3010,3015,38.811046,-88.525727,464.192810058594
"213262","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus dark brown dense lime,5,3175,3180,38.811046,-88.525727,464.192810058594
"213263","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus dark brown dense lime,10,3100,3110,38.811046,-88.525727,464.192810058594
"213264","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus few pieces medium grained well reounded sand,5,4540,4545,38.811046,-88.525727,464.192810058594
"213265","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus gray crystalline lime,5,3520,3525,38.811046,-88.525727,464.192810058594
"213266","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus gray crystalline lime,10,4280,4290,38.811046,-88.525727,464.192810058594
"213267","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus gray green brittle shale,10,4400,4410,38.811046,-88.525727,464.192810058594
"213268","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus gray shale,5,4395,4400,38.811046,-88.525727,464.192810058594
"213269","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus green shale,5,4245,4250,38.811046,-88.525727,464.192810058594
"213270","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus light brown granular textured lime,5,2865,2870,38.811046,-88.525727,464.192810058594
"213271","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus light gray shale,15,4330,4345,38.811046,-88.525727,464.192810058594
"213272","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above plus light green crystalline lime,5,4575,4580,38.811046,-88.525727,464.192810058594
"213273","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to blue crystalline lime,5,3200,3205,38.811046,-88.525727,464.192810058594
"213274","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to brown crystalline fossiliferous lime,5,3190,3195,38.811046,-88.525727,464.192810058594
"213275","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to brown dolomitic lime,5,3460,3465,38.811046,-88.525727,464.192810058594
"213276","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above to brown oolitic fossiliferous lime, possible fractures, no show of oil",5,3225,3230,38.811046,-88.525727,464.192810058594
"213277","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to dark brown crystalline fossiliferous lime,10,3065,3075,38.811046,-88.525727,464.192810058594
"213278","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to gray shale,5,4305,4310,38.811046,-88.525727,464.192810058594
"213279","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to tan and light brown crystalline fossiliferous lime,5,4485,4490,38.811046,-88.525727,464.192810058594
"213280","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to tan and light brown crystalline to dolomitic lime,5,4555,4560,38.811046,-88.525727,464.192810058594
"213281","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to tan crystalline fossiliferous lime,10,2915,2925,38.811046,-88.525727,464.192810058594
"213282","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to tan crystalline fossiliferous very chalky lime,5,3485,3490,38.811046,-88.525727,464.192810058594
"213283","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Above to white crystalline chalky fossiliferous lime,15,4590,4605,38.811046,-88.525727,464.192810058594
"213284","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, 90% chalky",30,3430,3460,38.811046,-88.525727,464.192810058594
"213285","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, chalky",5,3140,3145,38.811046,-88.525727,464.192810058594
"213286","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, chalky",5,4565,4570,38.811046,-88.525727,464.192810058594
"213287","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, fossiliferous",5,3015,3020,38.811046,-88.525727,464.192810058594
"213288","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, fossiliferous",5,4585,4590,38.811046,-88.525727,464.192810058594
"213289","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, fossiliferous",15,3470,3485,38.811046,-88.525727,464.192810058594
"213290","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, less chalky",5,3360,3365,38.811046,-88.525727,464.192810058594
"213291","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, less oolitic",10,3145,3155,38.811046,-88.525727,464.192810058594
"213292","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, less oolitic, cherty",10,3110,3120,38.811046,-88.525727,464.192810058594
"213293","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, more chalky",10,4615,4625,38.811046,-88.525727,464.192810058594
"213294","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, more dolomitic",5,4515,4520,38.811046,-88.525727,464.192810058594
"213295","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, no gray shale, pyritic",50,4345,4395,38.811046,-88.525727,464.192810058594
"213296","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, oolitic",15,2885,2900,38.811046,-88.525727,464.192810058594
"213297","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, oolitic",15,3160,3175,38.811046,-88.525727,464.192810058594
"213298","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, oolitic in part",5,2860,2865,38.811046,-88.525727,464.192810058594
"213299","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, oolitic in part, no show of oil",5,3335,3340,38.811046,-88.525727,464.192810058594
"213300","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, pyritic",45,4200,4245,38.811046,-88.525727,464.192810058594
"213301","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, sandy streaks",5,4570,4575,38.811046,-88.525727,464.192810058594
"213335","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, slight dolomitic",10,3255,3265,38.811046,-88.525727,464.192810058594
"213336","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, slight dolomitic, less chalky",5,3355,3360,38.811046,-88.525727,464.192810058594
"213337","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, slight odor, no show of oil",5,4475,4480,38.811046,-88.525727,464.192810058594
"213338","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Above, very chalky",20,3410,3430,38.811046,-88.525727,464.192810058594
"213339","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Blue silky shale,15,4315,4330,38.811046,-88.525727,464.192810058594
"213340","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Brown and dark brown crystalline fossiliferous lime, few oolites, chalky",10,3365,3375,38.811046,-88.525727,464.192810058594
"213341","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystallien fossiliferous lime,10,3275,3285,38.811046,-88.525727,464.192810058594
"213342","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystallien fossiliferous oolitic lime,20,3120,3140,38.811046,-88.525727,464.192810058594
"213343","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystalline fossiliferous cherty lime,10,3020,3030,38.811046,-88.525727,464.192810058594
"213344","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystalline fossiliferous lime,5,2880,2885,38.811046,-88.525727,464.192810058594
"213345","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystalline fossiliferous lime,15,2935,2950,38.811046,-88.525727,464.192810058594
"213346","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystalline fossiliferous lime,20,3045,3065,38.811046,-88.525727,464.192810058594
"213347","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Brown crystalline fossiliferous lime, good odor, fluorescence, show of oil and gas",10,3295,3305,38.811046,-88.525727,464.192810058594
"213348","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystalline fossiliferous oolitic lime,5,3095,3100,38.811046,-88.525727,464.192810058594
"213349","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystalline lime,5,2855,2860,38.811046,-88.525727,464.192810058594
"213350","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystalline lime,20,3075,3095,38.811046,-88.525727,464.192810058594
"213351","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Brown crystalline lime, tite",5,3330,3335,38.811046,-88.525727,464.192810058594
"213352","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Brown crystalline oolitic lime, fluorescence, slight show of oil, odor",5,3310,3315,38.811046,-88.525727,464.192810058594
"213353","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown crystalline slightly dolomitic lime,10,2990,3000,38.811046,-88.525727,464.192810058594
"213354","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Brown crystalline slightly dolomitic lime, chalky",5,3155,3160,38.811046,-88.525727,464.192810058594
"213355","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown dolomitic lime,5,2985,2990,38.811046,-88.525727,464.192810058594
"213356","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown dolomitic lime,5,3465,3470,38.811046,-88.525727,464.192810058594
"213357","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Brown dolomitic lime, few fossiliferous, faint odor, no show of oil, no fluorescence",5,3285,3290,38.811046,-88.525727,464.192810058594
"213358","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown oolitic fossiliferous lime,25,3230,3255,38.811046,-88.525727,464.192810058594
"213359","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Brown oolitic fossiliferous lime, very chalky",10,3320,3330,38.811046,-88.525727,464.192810058594
"213360","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Brown slightly dolomitic crystalline lime,10,3395,3405,38.811046,-88.525727,464.192810058594
"213361","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Brown sucrossic dolomite, very slight show of oil, faint odor, dull fluorescence",2,2960,2962,38.811046,-88.525727,464.192810058594
"213362","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Bue crystalline lime,5,3205,3210,38.811046,-88.525727,464.192810058594
"213363","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Coarse to medium grained white dolomitic sand,5,4550,4555,38.811046,-88.525727,464.192810058594
"213364","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Dark brown and brown crystalline fossiliferous lime, scattered oolites",10,3215,3225,38.811046,-88.525727,464.192810058594
"213365","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Dark brown brittle shale and dark brown crystalline lime,10,4155,4165,38.811046,-88.525727,464.192810058594
"213366","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Dark brown crystalline fossiliferous lime,5,3195,3200,38.811046,-88.525727,464.192810058594
"213367","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Dark brown crystalline lime, blue chert",5,3185,3190,38.811046,-88.525727,464.192810058594
"213464","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Dark brown shale,20,4410,4430,38.811046,-88.525727,464.192810058594
"213465","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Dark gray shale,15,4290,4305,38.811046,-88.525727,464.192810058594
"213466","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Dark gray shale,30,4170,4200,38.811046,-88.525727,464.192810058594
"213467","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Gray and brown oolitic fossiliferous lime, sulphur odor, very very slight show of oil, fluorescence",5,3315,3320,38.811046,-88.525727,464.192810058594
"213468","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Gray brown crystalline fossiliferous lime, cherty",10,2925,2935,38.811046,-88.525727,464.192810058594
"213469","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Gray brown crystalline to dense cherty lime,15,2970,2985,38.811046,-88.525727,464.192810058594
"213470","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Gray brown dolomitic lime, chalky",10,3265,3275,38.811046,-88.525727,464.192810058594
"213471","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Gray brown slightly dolomitic crystalline lime,5,3390,3395,38.811046,-88.525727,464.192810058594
"213472","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Gray crystalline slightly dolomitic lime,5,2950,2955,38.811046,-88.525727,464.192810058594
"213473","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Gray crystalline slightly dolomitic lime,10,3000,3010,38.811046,-88.525727,464.192810058594
"213474","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Gray dolomitic lime,8,2962,2970,38.811046,-88.525727,464.192810058594
"213475","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Gray oolitic fossiliferous lime, odor, fluorescence, show of oil and gas",5,3290,3295,38.811046,-88.525727,464.192810058594
"213476","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Green shale,20,4250,4270,38.811046,-88.525727,464.192810058594
"213477","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Hodge podge after drill stem test,5,3305,3310,38.811046,-88.525727,464.192810058594
"213478","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Hodge podge after trip for bit,5,4165,4170,38.811046,-88.525727,464.192810058594
"213479","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,Light brown crystalline lime,10,2870,2880,38.811046,-88.525727,464.192810058594
"213480","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Light brown granular textured lime, fossiliferous",10,2905,2915,38.811046,-88.525727,464.192810058594
"213481","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Light brown oolitic lime, chalky",10,3340,3350,38.811046,-88.525727,464.192810058594
"213482","120250087701",DESCRIPTIONS,CO,5/10/1979 0:00:00,"Light green crystalline lime, chalky, little cherty",5,4580,4585,38.811046,-88.525727,464.192810058594
